candidate_id,label,current_title,years_of_experience,top_skills,career_history,summary
CAND_0093725,,Business Analyst,11.0,,Business Analyst @ Wayne Enterprises (49m) | Civil Engineer @ TCS (50m) | Marketing Manager @ TCS (21m),"Professional with 11.0+ years of experience. My professional background is in marketing manager — I've built and led teams, owned KPIs, and driven business outcomes in this domain. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities."
CAND_0031695,,Business Analyst,13.7,,Business Analyst @ Wayne Enterprises (34m) | Marketing Manager @ Infosys (34m) | Content Writer @ Hooli (34m),"Professional with 13.7+ years of experience. I've spent my career in marketing manager roles, mostly focused on driving outcomes through process, people, and customer relationships. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities."
CAND_0056271,,Sales Executive,10.9,,Sales Executive @ Wipro (45m) | Accountant @ TCS (50m) | Operations Manager @ Dunder Mifflin (16m),"Professional with 10.9+ years of experience. My professional background is in marketing manager — I've built and led teams, owned KPIs, and driven business outcomes in this domain. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities."
CAND_0063888,,.NET Developer,2.4,"Project Management, BM25, Accounting, MLOps, Feature Engineering, React, Webpack",.NET Developer @ Hooli (28m),"Software engineer with 2.4 years of experience across web, backend, and cloud systems. Strong fundamentals in software development and system design. I've worked across web frontends, REST APIs, and cloud deployments; comfortable in most parts of a typical SaaS stack. I've been keeping up with AI/ML at a self-learner level — taken some online courses, played with the OpenAI and Anthropic APIs, built a small RAG side project — but I haven't done it in a professional capacity yet. Open to roles where I can either deepen my software engineering work or, if the team is open to it, start contributing to ML-adjacent systems."
CAND_0084617,,Business Analyst,14.5,,Business Analyst @ Pied Piper (36m) | Business Analyst @ Infosys (37m) | Operations Manager @ Hooli (54m),"Professional with 14.5+ years of experience. I'm a marketing manager with substantial experience in cross-functional collaboration, stakeholder management, and execution. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities."
CAND_0001537,,Project Manager,6.3,"LangChain, Fine-tuning LLMs, FAISS, Pinecone, RAG, Sentence Transformers, Semantic Search, Vector Search",Project Manager @ Stark Industries (49m) | Civil Engineer @ Hooli (26m),"Project Manager with 6.3+ years of experience driving outcomes in my domain. I have built strong functional expertise in the typical responsibilities of the role, including team management, stakeholder communication, and project delivery. Recently I've been excited about how AI and GenAI tools can augment my work. I've been taking online courses on RAG and vector databases, experimenting with LangChain and the OpenAI API for side projects, and exploring how LLMs can streamline workflows in my current function. Open to roles that combine my existing domain experience with emerging AI technologies — I think the most interesting opportunities are at this intersection. Looking for positions where I can contribute both my functional expertise and grow my AI capabilities."
CAND_0086785,,Frontend Engineer,8.7,,Frontend Engineer @ Dunder Mifflin (39m) | Mobile Developer @ Razorpay (31m) | DevOps Engineer @ Hooli (33m),"Software engineer with 8.7 years of experience across web, backend, and cloud systems. Strong fundamentals in software development and system design. I've spent most of my career on web and API development — Python/Django and Node.js mostly. I've been keeping up with AI/ML at a self-learner level — taken some online courses, played with the OpenAI and Anthropic APIs, built a small RAG side project — but I haven't done it in a professional capacity yet. Open to roles where I can either deepen my software engineering work or, if the team is open to it, start contributing to ML-adjacent systems."
CAND_0072029,,Software Engineer,4.6,"Elasticsearch, TTS, BentoML",Software Engineer @ Initech (36m) | .NET Developer @ HCL (19m),"Software engineer with 4.6 years of experience across web, backend, and cloud systems. Strong fundamentals in software development and system design. I've spent most of my career on web and API development — Python/Django and Node.js mostly. I've been keeping up with AI/ML at a self-learner level — taken some online courses, played with the OpenAI and Anthropic APIs, built a small RAG side project — but I haven't done it in a professional capacity yet. Open to roles where I can either deepen my software engineering work or, if the team is open to it, start contributing to ML-adjacent systems."
CAND_0042012,,Cloud Engineer,7.1,"ASR, Time Series, Diffusion Models",Cloud Engineer @ Capgemini (27m) | Frontend Engineer @ Tech Mahindra (13m) | DevOps Engineer @ HCL (22m),"Software engineer with 7.1 years of experience across web, backend, and cloud systems. Strong fundamentals in software development and system design. I've worked across web frontends, REST APIs, and cloud deployments; comfortable in most parts of a typical SaaS stack. I've been keeping up with AI/ML at a self-learner level — taken some online courses, played with the OpenAI and Anthropic APIs, built a small RAG side project — but I haven't done it in a professional capacity yet. Open to roles where I can either deepen my software engineering work or, if the team is open to it, start contributing to ML-adjacent systems."
CAND_0063344,,Mechanical Engineer,14.1,,Mechanical Engineer @ Dunder Mifflin (49m) | Project Manager @ TCS (39m) | Civil Engineer @ Hooli (45m),"Professional with 14.1+ years of experience. I'm a marketing manager with substantial experience in cross-functional collaboration, stakeholder management, and execution. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities."
CAND_0008798,,Frontend Engineer,6.7,"MLOps, Milvus",Frontend Engineer @ Acme Corp (45m) | Software Engineer @ Initech (34m),"Software engineer with 6.7 years of experience across web, backend, and cloud systems. Strong fundamentals in software development and system design. Most of my work is conventional backend engineering — APIs, databases, queues, deployments. I've been keeping up with AI/ML at a self-learner level — taken some online courses, played with the OpenAI and Anthropic APIs, built a small RAG side project — but I haven't done it in a professional capacity yet. Open to roles where I can either deepen my software engineering work or, if the team is open to it, start contributing to ML-adjacent systems."
CAND_0009439,,Project Manager,1.2,,Project Manager @ Infosys (14m),"Professional with 1.2+ years of experience. I've spent my career in marketing manager roles, mostly focused on driving outcomes through process, people, and customer relationships. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities."
CAND_0069074,,Cloud Engineer,8.6,Recommendation Systems,Cloud Engineer @ Infosys (34m) | Frontend Engineer @ Wipro (38m) | QA Engineer @ CRED (29m),"Software engineer with 8.6 years of experience across web, backend, and cloud systems. Strong fundamentals in software development and system design. I've spent most of my career on web and API development — Python/Django and Node.js mostly. I've been keeping up with AI/ML at a self-learner level — taken some online courses, played with the OpenAI and Anthropic APIs, built a small RAG side project — but I haven't done it in a professional capacity yet. Open to roles where I can either deepen my software engineering work or, if the team is open to it, start contributing to ML-adjacent systems."
CAND_0056481,,HR Manager,7.2,TTS,HR Manager @ Globex Inc (26m) | Marketing Manager @ Hooli (39m) | Sales Executive @ Acme Corp (20m),"Professional with 7.2+ years of experience. My professional background is in marketing manager — I've built and led teams, owned KPIs, and driven business outcomes in this domain. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities."
CAND_0062871,,Graphic Designer,3.1,,Graphic Designer @ Dunder Mifflin (37m),"Professional with 3.1+ years of experience. I'm a marketing manager with substantial experience in cross-functional collaboration, stakeholder management, and execution. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities."
CAND_0064527,,Business Analyst,3.6,Statistical Modeling,Business Analyst @ Wipro (43m),"Professional with 3.6+ years of experience. I'm a marketing manager with substantial experience in cross-functional collaboration, stakeholder management, and execution. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities."
CAND_0004946,,Customer Support,2.3,"RAG, FAISS, Sentence Transformers, LLMs, Hugging Face Transformers, Fine-tuning LLMs, LangChain, Semantic Search",Customer Support @ Hooli (27m),"Customer Support with 2.3+ years of experience driving outcomes in my domain. I have built strong functional expertise in the typical responsibilities of the role, including team management, stakeholder communication, and project delivery. Recently I've been excited about how AI and GenAI tools can augment my work. I've been taking online courses on RAG and vector databases, experimenting with LangChain and the OpenAI API for side projects, and exploring how LLMs can streamline workflows in my current function. Open to roles that combine my existing domain experience with emerging AI technologies — I think the most interesting opportunities are at this intersection. Looking for positions where I can contribute both my functional expertise and grow my AI capabilities."
CAND_0085818,,Sales Executive,1.6,,Sales Executive @ Hooli (19m),"Professional with 1.6+ years of experience. I've spent my career in marketing manager roles, mostly focused on driving outcomes through process, people, and customer relationships. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities."
CAND_0061787,,Sales Executive,10.6,Time Series,Sales Executive @ Pied Piper (34m) | Graphic Designer @ Hooli (25m) | Mechanical Engineer @ Globex Inc (27m),"Professional with 10.6+ years of experience. My professional background is in marketing manager — I've built and led teams, owned KPIs, and driven business outcomes in this domain. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities."
CAND_0092899,,QA Engineer,5.6,"Deep Learning, Statistical Modeling, TTS",QA Engineer @ Hooli (49m) | Java Developer @ Flipkart (18m),"Software engineer with 5.6 years of experience across web, backend, and cloud systems. Strong fundamentals in software development and system design. My background is full-stack, but my comfort zone is the backend and the database. I've been keeping up with AI/ML at a self-learner level — taken some online courses, played with the OpenAI and Anthropic APIs, built a small RAG side project — but I haven't done it in a professional capacity yet. Open to roles where I can either deepen my software engineering work or, if the team is open to it, start contributing to ML-adjacent systems."
CAND_0000470,,HR Manager,14.2,,HR Manager @ Acme Corp (19m) | Accountant @ Initech (21m) | Graphic Designer @ Infosys (20m),"Professional with 14.2+ years of experience. I've spent my career in marketing manager roles, mostly focused on driving outcomes through process, people, and customer relationships. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities."
CAND_0056081,,Project Manager,4.4,BentoML,Project Manager @ Acme Corp (42m) | Marketing Manager @ Initech (10m),"Professional with 4.4+ years of experience. I'm a marketing manager with substantial experience in cross-functional collaboration, stakeholder management, and execution. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities."
CAND_0098489,,HR Manager,5.8,,HR Manager @ TCS (37m) | Marketing Manager @ Infosys (32m),"Professional with 5.8+ years of experience. My professional background is in marketing manager — I've built and led teams, owned KPIs, and driven business outcomes in this domain. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities."
CAND_0006140,,Business Analyst,12.3,,Business Analyst @ Acme Corp (49m) | Sales Executive @ Wipro (31m) | Accountant @ Acme Corp (44m),"Professional with 12.3+ years of experience. I've spent my career in marketing manager roles, mostly focused on driving outcomes through process, people, and customer relationships. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities."
CAND_0000581,,Graphic Designer,13.9,"Hugging Face Transformers, Recommendation Systems, Vector Search, Semantic Search, LLMs, Pinecone, Embeddings",Graphic Designer @ Dunder Mifflin (48m) | Accountant @ Stark Industries (51m) | Business Analyst @ Wayne Enterprises (43m),"Graphic Designer with 13.9+ years of experience driving outcomes in my domain. I have built strong functional expertise in the typical responsibilities of the role, including team management, stakeholder communication, and project delivery. Recently I've been excited about how AI and GenAI tools can augment my work. I've been taking online courses on RAG and vector databases, experimenting with LangChain and the OpenAI API for side projects, and exploring how LLMs can streamline workflows in my current function. Open to roles that combine my existing domain experience with emerging AI technologies — I think the most interesting opportunities are at this intersection. Looking for positions where I can contribute both my functional expertise and grow my AI capabilities."
CAND_0006246,,Project Manager,9.5,"Kubeflow, Recommendation Systems, Hugging Face Transformers, Vector Search, LLMs, Prompt Engineering, RAG, Pinecone, Fine-tuning LLMs",Project Manager @ Wipro (28m) | Graphic Designer @ Wipro (45m) | Graphic Designer @ Wipro (31m),"Project Manager with 9.5+ years of experience driving outcomes in my domain. I have built strong functional expertise in the typical responsibilities of the role, including team management, stakeholder communication, and project delivery. Recently I've been excited about how AI and GenAI tools can augment my work. I've been taking online courses on RAG and vector databases, experimenting with LangChain and the OpenAI API for side projects, and exploring how LLMs can streamline workflows in my current function. Open to roles that combine my existing domain experience with emerging AI technologies — I think the most interesting opportunities are at this intersection. Looking for positions where I can contribute both my functional expertise and grow my AI capabilities."
CAND_0007431,,Business Analyst,2.7,,Business Analyst @ Acme Corp (32m),"Professional with 2.7+ years of experience. My professional background is in marketing manager — I've built and led teams, owned KPIs, and driven business outcomes in this domain. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities."
CAND_0023384,,Sales Executive,13.1,,Sales Executive @ Hooli (30m) | Accountant @ TCS (16m) | Operations Manager @ Infosys (20m),"Professional with 13.1+ years of experience. I'm a marketing manager with substantial experience in cross-functional collaboration, stakeholder management, and execution. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities."
CAND_0040083,,Customer Support,13.8,,Customer Support @ Dunder Mifflin (32m) | Sales Executive @ Acme Corp (33m) | Civil Engineer @ Pied Piper (43m),"Professional with 13.8+ years of experience. My professional background is in marketing manager — I've built and led teams, owned KPIs, and driven business outcomes in this domain. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities."
CAND_0076686,,Mechanical Engineer,7.9,CNN,Mechanical Engineer @ Dunder Mifflin (46m) | HR Manager @ Wipro (15m) | HR Manager @ Dunder Mifflin (32m),"Professional with 7.9+ years of experience. My professional background is in marketing manager — I've built and led teams, owned KPIs, and driven business outcomes in this domain. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities."
CAND_0082504,,Project Manager,11.0,,Project Manager @ Hooli (13m) | Business Analyst @ Hooli (12m) | Mechanical Engineer @ Acme Corp (50m),"Professional with 11.0+ years of experience. My professional background is in marketing manager — I've built and led teams, owned KPIs, and driven business outcomes in this domain. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities."
CAND_0004207,,Content Writer,9.2,"LLMs, Hugging Face Transformers, Fine-tuning LLMs, Prompt Engineering, FAISS, Semantic Search, RAG, Information Retrieval, Embeddings",Content Writer @ TCS (44m) | HR Manager @ Acme Corp (27m) | Civil Engineer @ Hooli (30m),"Content Writer with 9.2+ years of experience driving outcomes in my domain. I have built strong functional expertise in the typical responsibilities of the role, including team management, stakeholder communication, and project delivery. Recently I've been excited about how AI and GenAI tools can augment my work. I've been taking online courses on RAG and vector databases, experimenting with LangChain and the OpenAI API for side projects, and exploring how LLMs can streamline workflows in my current function. Open to roles that combine my existing domain experience with emerging AI technologies — I think the most interesting opportunities are at this intersection. Looking for positions where I can contribute both my functional expertise and grow my AI capabilities."
CAND_0055661,,Senior Data Engineer,4.1,"TTS, Hugging Face Transformers, PEFT, Forecasting, Vector Search, Feature Engineering",Senior Data Engineer @ HCL (27m) | Data Analyst @ Stark Industries (21m),"Software / data professional with 4.1 years of experience building data pipelines, backend systems, and analytics infrastructure. I'm a backend/data hybrid — Spark, Airflow, SQL warehouses are home territory; I'm building competence on the ML side. My toolkit is solid on the data engineering side — Python, SQL, Spark, Airflow, warehouse design — and I've completed a couple of self-directed ML projects (Kaggle competitions, side projects fine-tuning small models). Interested in transitioning toward more AI/ML-focused work, ideally at a company where I can leverage my existing data-infra skills while learning modern ML practice."
CAND_0021227,,Graphic Designer,5.3,,Graphic Designer @ Infosys (22m) | Graphic Designer @ Initech (40m),"Professional with 5.3+ years of experience. I've spent my career in marketing manager roles, mostly focused on driving outcomes through process, people, and customer relationships. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities."
CAND_0075174,,Accountant,6.0,"Information Retrieval, Fine-tuning LLMs, Prompt Engineering, LangChain, Vector Search",Accountant @ Wayne Enterprises (37m) | Marketing Manager @ Infosys (20m) | Marketing Manager @ Wayne Enterprises (14m),"Accountant with 6.0+ years of experience driving outcomes in my domain. I have built strong functional expertise in the typical responsibilities of the role, including team management, stakeholder communication, and project delivery. Recently I've been excited about how AI and GenAI tools can augment my work. I've been taking online courses on RAG and vector databases, experimenting with LangChain and the OpenAI API for side projects, and exploring how LLMs can streamline workflows in my current function. Open to roles that combine my existing domain experience with emerging AI technologies — I think the most interesting opportunities are at this intersection. Looking for positions where I can contribute both my functional expertise and grow my AI capabilities."
CAND_0030732,,Civil Engineer,1.8,"FAISS, RAG, LangChain, Pinecone, Embeddings, Prompt Engineering, Hugging Face Transformers, Vector Search",Civil Engineer @ Globex Inc (21m),"Civil Engineer with 1.8+ years of experience driving outcomes in my domain. I have built strong functional expertise in the typical responsibilities of the role, including team management, stakeholder communication, and project delivery. Recently I've been excited about how AI and GenAI tools can augment my work. I've been taking online courses on RAG and vector databases, experimenting with LangChain and the OpenAI API for side projects, and exploring how LLMs can streamline workflows in my current function. Open to roles that combine my existing domain experience with emerging AI technologies — I think the most interesting opportunities are at this intersection. Looking for positions where I can contribute both my functional expertise and grow my AI capabilities."
CAND_0089357,,Business Analyst,6.5,,Business Analyst @ Hooli (49m) | Graphic Designer @ Pied Piper (28m),"Professional with 6.5+ years of experience. I've spent my career in marketing manager roles, mostly focused on driving outcomes through process, people, and customer relationships. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities."
CAND_0099767,,Accountant,9.7,,Accountant @ Wipro (32m) | Mechanical Engineer @ Hooli (36m) | Customer Support @ Stark Industries (39m),"Professional with 9.7+ years of experience. I'm a marketing manager with substantial experience in cross-functional collaboration, stakeholder management, and execution. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities."
CAND_0030933,,Civil Engineer,10.6,,Civil Engineer @ Acme Corp (34m) | HR Manager @ Hooli (32m) | Accountant @ Pied Piper (45m),"Professional with 10.6+ years of experience. I've spent my career in marketing manager roles, mostly focused on driving outcomes through process, people, and customer relationships. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities."
CAND_0041685,,Project Manager,14.8,,Project Manager @ Acme Corp (16m) | Marketing Manager @ Wipro (27m) | Marketing Manager @ TCS (25m),"Professional with 14.8+ years of experience. My professional background is in marketing manager — I've built and led teams, owned KPIs, and driven business outcomes in this domain. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities."
CAND_0000576,,Content Writer,6.2,"RAG, Pinecone, Recommendation Systems, LLMs, Embeddings, Hugging Face Transformers, Information Retrieval, LangChain, Semantic Search",Content Writer @ Infosys (24m) | Customer Support @ Infosys (37m) | Accountant @ Wayne Enterprises (13m),"Content Writer with 6.2+ years of experience driving outcomes in my domain. I have built strong functional expertise in the typical responsibilities of the role, including team management, stakeholder communication, and project delivery. Recently I've been excited about how AI and GenAI tools can augment my work. I've been taking online courses on RAG and vector databases, experimenting with LangChain and the OpenAI API for side projects, and exploring how LLMs can streamline workflows in my current function. Open to roles that combine my existing domain experience with emerging AI technologies — I think the most interesting opportunities are at this intersection. Looking for positions where I can contribute both my functional expertise and grow my AI capabilities."
CAND_0050529,,.NET Developer,8.2,"LlamaIndex, Time Series",.NET Developer @ Capgemini (40m) | Full Stack Developer @ Mphasis (45m) | Cloud Engineer @ Hooli (11m),"Software engineer with 8.2 years of experience across web, backend, and cloud systems. Strong fundamentals in software development and system design. I've worked across web frontends, REST APIs, and cloud deployments; comfortable in most parts of a typical SaaS stack. I've been keeping up with AI/ML at a self-learner level — taken some online courses, played with the OpenAI and Anthropic APIs, built a small RAG side project — but I haven't done it in a professional capacity yet. Open to roles where I can either deepen my software engineering work or, if the team is open to it, start contributing to ML-adjacent systems."
CAND_0063369,,Marketing Manager,12.7,Time Series,Marketing Manager @ Wipro (13m) | Content Writer @ Infosys (13m) | Business Analyst @ Initech (45m),"Professional with 12.7+ years of experience. My professional background is in marketing manager — I've built and led teams, owned KPIs, and driven business outcomes in this domain. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities."
CAND_0071756,,Frontend Engineer,9.4,"NLP, Weights & Biases",Frontend Engineer @ Initech (52m) | Software Engineer @ Flipkart (24m) | .NET Developer @ Dunder Mifflin (36m),"Software engineer with 9.4 years of experience across web, backend, and cloud systems. Strong fundamentals in software development and system design. My background is full-stack, but my comfort zone is the backend and the database. I've been keeping up with AI/ML at a self-learner level — taken some online courses, played with the OpenAI and Anthropic APIs, built a small RAG side project — but I haven't done it in a professional capacity yet. Open to roles where I can either deepen my software engineering work or, if the team is open to it, start contributing to ML-adjacent systems."
CAND_0026193,,Accountant,4.7,,Accountant @ Dunder Mifflin (20m) | Civil Engineer @ Infosys (36m),"Professional with 4.7+ years of experience. I'm a marketing manager with substantial experience in cross-functional collaboration, stakeholder management, and execution. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities."
CAND_0071602,,Sales Executive,13.8,TTS,Sales Executive @ Stark Industries (12m) | HR Manager @ Stark Industries (19m) | Civil Engineer @ Stark Industries (44m),"Professional with 13.8+ years of experience. I've spent my career in marketing manager roles, mostly focused on driving outcomes through process, people, and customer relationships. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities."
CAND_0038465,,Mechanical Engineer,3.7,"Prompt Engineering, FAISS, Hugging Face Transformers, Vector Search, Information Retrieval, Semantic Search, LangChain",Mechanical Engineer @ Wayne Enterprises (25m) | Project Manager @ Acme Corp (19m),"Mechanical Engineer with 3.7+ years of experience driving outcomes in my domain. I have built strong functional expertise in the typical responsibilities of the role, including team management, stakeholder communication, and project delivery. Recently I've been excited about how AI and GenAI tools can augment my work. I've been taking online courses on RAG and vector databases, experimenting with LangChain and the OpenAI API for side projects, and exploring how LLMs can streamline workflows in my current function. Open to roles that combine my existing domain experience with emerging AI technologies — I think the most interesting opportunities are at this intersection. Looking for positions where I can contribute both my functional expertise and grow my AI capabilities."
CAND_0055685,,Customer Support,1.4,,Customer Support @ Acme Corp (64m),"Professional with 1.4+ years of experience. My professional background is in marketing manager — I've built and led teams, owned KPIs, and driven business outcomes in this domain. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities."
CAND_0077651,,Marketing Manager,4.9,,Marketing Manager @ TCS (45m) | Project Manager @ Initech (13m),"Professional with 4.9+ years of experience. I'm a marketing manager with substantial experience in cross-functional collaboration, stakeholder management, and execution. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities."
CAND_0028412,,Sales Executive,9.8,,Sales Executive @ Hooli (20m) | HR Manager @ Dunder Mifflin (52m) | HR Manager @ Stark Industries (14m),"Professional with 9.8+ years of experience. I've spent my career in marketing manager roles, mostly focused on driving outcomes through process, people, and customer relationships. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities."
CAND_0005859,,Senior Data Engineer,6.2,"Fine-tuning LLMs, Recommendation Systems, GANs, MLflow",Senior Data Engineer @ Accenture (20m) | Senior Software Engineer @ PhonePe (45m) | Backend Engineer @ TCS (8m),"Software / data professional with 6.2 years of experience building data pipelines, backend systems, and analytics infrastructure. Most of my work has been data pipelines and analytics infrastructure; I've shipped a couple of small ML features but it's not the core of my day. My toolkit is solid on the data engineering side — Python, SQL, Spark, Airflow, warehouse design — and I've completed a couple of self-directed ML projects (Kaggle competitions, side projects fine-tuning small models). Interested in transitioning toward more AI/ML-focused work, ideally at a company where I can leverage my existing data-infra skills while learning modern ML practice."
CAND_0080511,,Customer Support,4.8,,Customer Support @ Stark Industries (15m) | Operations Manager @ Dunder Mifflin (42m),"Professional with 4.8+ years of experience. My professional background is in marketing manager — I've built and led teams, owned KPIs, and driven business outcomes in this domain. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities."
CAND_0076464,,Project Manager,6.7,Statistical Modeling,Project Manager @ Acme Corp (25m) | Accountant @ Globex Inc (30m) | Project Manager @ Stark Industries (25m),"Professional with 6.7+ years of experience. I've spent my career in marketing manager roles, mostly focused on driving outcomes through process, people, and customer relationships. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities."
CAND_0004171,,Mobile Developer,6.8,Machine Learning,Mobile Developer @ Hooli (49m) | QA Engineer @ CRED (32m),"Software engineer with 6.8 years of experience across web, backend, and cloud systems. Strong fundamentals in software development and system design. Most of my work is conventional backend engineering — APIs, databases, queues, deployments. I've been keeping up with AI/ML at a self-learner level — taken some online courses, played with the OpenAI and Anthropic APIs, built a small RAG side project — but I haven't done it in a professional capacity yet. Open to roles where I can either deepen my software engineering work or, if the team is open to it, start contributing to ML-adjacent systems."
CAND_0005291,,Business Analyst,12.8,,Business Analyst @ Hooli (11m),"Professional with 4.7+ years of experience. I'm a marketing manager with substantial experience in cross-functional collaboration, stakeholder management, and execution. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities."
CAND_0043963,,Customer Support,13.3,,Customer Support @ Acme Corp (42m) | Operations Manager @ Initech (21m) | Mechanical Engineer @ Hooli (20m),"Professional with 13.3+ years of experience. I've spent my career in marketing manager roles, mostly focused on driving outcomes through process, people, and customer relationships. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities."
