candidate_id,label,current_title,years_of_experience,top_skills,career_history,summary,category
CAND_0051237,1.242,Full Stack Developer,7.5,BentoML,Full Stack Developer @ TCS (37m) | DevOps Engineer @ Pied Piper (13m) | Mobile Developer @ Accenture (39m),"Software engineer with 7.5 years of experience across web, backend, and cloud systems. Strong fundamentals in software development and system design. I've spent most of my career on web and API development — Python/Django and Node.js mostly. I've been keeping up with AI/ML at a self-learner level — taken some online courses, played with the OpenAI and Anthropic APIs, built a small RAG side project — but I haven't done it in a professional capacity yet. Open to roles where I can either deepen my software engineering work or, if the team is open to it, start contributing to ML-adjacent systems.",normal
CAND_0009933,0.214,Mechanical Engineer,14.0,,Mechanical Engineer @ Wayne Enterprises (49m) | Graphic Designer @ TCS (46m) | Accountant @ Hooli (48m),"Professional with 14.0+ years of experience. I'm a marketing manager with substantial experience in cross-functional collaboration, stakeholder management, and execution. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities.",irrelevant_title
CAND_0087843,0.758,Project Manager,9.5,"Information Retrieval, RAG, Semantic Search, Fine-tuning LLMs, LLMs, FAISS, Prompt Engineering",Project Manager @ Stark Industries (15m) | HR Manager @ TCS (44m) | Graphic Designer @ Initech (27m),"Project Manager with 9.5+ years of experience driving outcomes in my domain. I have built strong functional expertise in the typical responsibilities of the role, including team management, stakeholder communication, and project delivery. Recently I've been excited about how AI and GenAI tools can augment my work. I've been taking online courses on RAG and vector databases, experimenting with LangChain and the OpenAI API for side projects, and exploring how LLMs can streamline workflows in my current function. Open to roles that combine my existing domain experience with emerging AI technologies — I think the most interesting opportunities are at this intersection. Looking for positions where I can contribute both my functional expertise and grow my AI capabilities.",irrelevant_title
CAND_0022232,2.337,Senior Software Engineer (ML),3.9,"MLflow, Embeddings, Reinforcement Learning",Senior Software Engineer (ML) @ Zomato (26m) | ML Engineer @ Krutrim (20m),"Data scientist / ML engineer with 3.9 years of experience in applied machine learning. Worked across predictive modeling, NLP, analytics, and lightweight deployment workflows. I've been working on recommendation-style features but lighter on the deep-learning side — mostly classical methods like collaborative filtering and gradient-boosted models. I'm strongest at the modeling and analysis side; comfortable with Python, scikit-learn, pandas, and standard MLOps tooling, but I'm still building depth on the engineering and infra side of production ML. I want to grow into senior AI engineering — get serious about LLMs and retrieval beyond the surface level.",normal
CAND_0052923,2.492,Software Engineer,5.6,"TTS, Speech Recognition, Qdrant, LLMs, Data Science",Software Engineer @ Zomato (32m) | Data Analyst @ Stark Industries (14m) | Senior Data Engineer @ Paytm (20m),"Software / data professional with 5.6 years of experience building data pipelines, backend systems, and analytics infrastructure. I'm a backend/data hybrid — Spark, Airflow, SQL warehouses are home territory; I'm building competence on the ML side. My toolkit is solid on the data engineering side — Python, SQL, Spark, Airflow, warehouse design — and I've completed a couple of self-directed ML projects (Kaggle competitions, side projects fine-tuning small models). Interested in transitioning toward more AI/ML-focused work, ideally at a company where I can leverage my existing data-infra skills while learning modern ML practice.",normal
CAND_0088053,1.448,Software Engineer,3.6,"Information Retrieval, Deep Learning, CNN",Software Engineer @ Initech (43m),"Software engineer with 3.6 years of experience across web, backend, and cloud systems. Strong fundamentals in software development and system design. Most of my work is conventional backend engineering — APIs, databases, queues, deployments. I've been keeping up with AI/ML at a self-learner level — taken some online courses, played with the OpenAI and Anthropic APIs, built a small RAG side project — but I haven't done it in a professional capacity yet. Open to roles where I can either deepen my software engineering work or, if the team is open to it, start contributing to ML-adjacent systems.",normal
CAND_0074739,1.451,Senior Data Engineer,2.4,"Data Science, MLflow",Senior Data Engineer @ Swiggy (28m),"Software / data professional with 2.4 years of experience building data pipelines, backend systems, and analytics infrastructure. Started my career in backend engineering and gradually moved closer to data — first dashboards, then ETL, now some basic ML. My toolkit is solid on the data engineering side — Python, SQL, Spark, Airflow, warehouse design — and I've completed a couple of self-directed ML projects (Kaggle competitions, side projects fine-tuning small models). Interested in transitioning toward more AI/ML-focused work, ideally at a company where I can leverage my existing data-infra skills while learning modern ML practice.",normal
CAND_0088428,0.819,Full Stack Developer,2.8,Reinforcement Learning,Full Stack Developer @ Globex Inc (21m) | QA Engineer @ Capgemini (11m),"Software engineer with 2.8 years of experience across web, backend, and cloud systems. Strong fundamentals in software development and system design. I've worked across web frontends, REST APIs, and cloud deployments; comfortable in most parts of a typical SaaS stack. I've been keeping up with AI/ML at a self-learner level — taken some online courses, played with the OpenAI and Anthropic APIs, built a small RAG side project — but I haven't done it in a professional capacity yet. Open to roles where I can either deepen my software engineering work or, if the team is open to it, start contributing to ML-adjacent systems.",normal
CAND_0074221,1.906,Data Engineer,6.4,"Image Classification, PyTorch",Data Engineer @ Wipro (50m) | Data Engineer @ Ola (26m),"Software / data professional with 6.4 years of experience building data pipelines, backend systems, and analytics infrastructure. I've been the engineer who makes ML possible by getting the data pipelines right; now I want to do more of the ML itself. My toolkit is solid on the data engineering side — Python, SQL, Spark, Airflow, warehouse design — and I've completed a couple of self-directed ML projects (Kaggle competitions, side projects fine-tuning small models). Interested in transitioning toward more AI/ML-focused work, ideally at a company where I can leverage my existing data-infra skills while learning modern ML practice.",normal
CAND_0095480,0.0,.NET Developer,2.3,"Agile, React, Snowflake, Content Writing",.NET Developer @ Zomato (27m),"Software engineer with 2.3 years of experience across web, backend, and cloud systems. Strong fundamentals in software development and system design. Most of my work is conventional backend engineering — APIs, databases, queues, deployments. I've been keeping up with AI/ML at a self-learner level — taken some online courses, played with the OpenAI and Anthropic APIs, built a small RAG side project — but I haven't done it in a professional capacity yet. Open to roles where I can either deepen my software engineering work or, if the team is open to it, start contributing to ML-adjacent systems.",honeypot: expert_zero_months(4 skills)
CAND_0094374,0.515,Mobile Developer,9.7,MLflow,Mobile Developer @ Initech (38m) | Java Developer @ TCS (33m) | Frontend Engineer @ Pied Piper (36m),"Software engineer with 9.7 years of experience across web, backend, and cloud systems. Strong fundamentals in software development and system design. I've spent most of my career on web and API development — Python/Django and Node.js mostly. I've been keeping up with AI/ML at a self-learner level — taken some online courses, played with the OpenAI and Anthropic APIs, built a small RAG side project — but I haven't done it in a professional capacity yet. Open to roles where I can either deepen my software engineering work or, if the team is open to it, start contributing to ML-adjacent systems.",irrelevant_title
CAND_0074119,0.0,Content Writer,11.4,,Content Writer @ Globex Inc (13m),"Professional with 4.7+ years of experience. I'm a marketing manager with substantial experience in cross-functional collaboration, stakeholder management, and execution. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities.",honeypot: career_yoe_mismatch(ratio=0.10)
CAND_0040265,0.179,Accountant,10.8,Diffusion Models,Accountant @ Wayne Enterprises (18m) | Customer Support @ Wayne Enterprises (31m) | HR Manager @ Pied Piper (16m),"Professional with 10.8+ years of experience. I've spent my career in marketing manager roles, mostly focused on driving outcomes through process, people, and customer relationships. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities.",inactive
CAND_0027377,1.625,Full Stack Developer,1.7,"Information Retrieval, Speech Recognition",Full Stack Developer @ Wayne Enterprises (20m),"Software engineer with 1.7 years of experience across web, backend, and cloud systems. Strong fundamentals in software development and system design. My background is full-stack, but my comfort zone is the backend and the database. I've been keeping up with AI/ML at a self-learner level — taken some online courses, played with the OpenAI and Anthropic APIs, built a small RAG side project — but I haven't done it in a professional capacity yet. Open to roles where I can either deepen my software engineering work or, if the team is open to it, start contributing to ML-adjacent systems.",normal
CAND_0017350,0.322,Content Writer,9.0,ASR,Content Writer @ Acme Corp (15m) | Mechanical Engineer @ Dunder Mifflin (50m) | Sales Executive @ Initech (14m),"Professional with 9.0+ years of experience. I've spent my career in marketing manager roles, mostly focused on driving outcomes through process, people, and customer relationships. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities.",irrelevant_title
CAND_0023249,1.508,Software Engineer,5.9,LlamaIndex,Software Engineer @ Pied Piper (20m) | Cloud Engineer @ Stark Industries (50m),"Software engineer with 5.9 years of experience across web, backend, and cloud systems. Strong fundamentals in software development and system design. I've spent most of my career on web and API development — Python/Django and Node.js mostly. I've been keeping up with AI/ML at a self-learner level — taken some online courses, played with the OpenAI and Anthropic APIs, built a small RAG side project — but I haven't done it in a professional capacity yet. Open to roles where I can either deepen my software engineering work or, if the team is open to it, start contributing to ML-adjacent systems.",normal
CAND_0086739,0.85,Backend Engineer,4.3,"GANs, Statistical Modeling, MLOps, Recommendation Systems, PEFT, Hugging Face Transformers, Diffusion Models",Backend Engineer @ Zoho (21m) | Data Analyst @ Wipro (30m),"Software / data professional with 4.3 years of experience building data pipelines, backend systems, and analytics infrastructure. Most of my work has been data pipelines and analytics infrastructure; I've shipped a couple of small ML features but it's not the core of my day. My toolkit is solid on the data engineering side — Python, SQL, Spark, Airflow, warehouse design — and I've completed a couple of self-directed ML projects (Kaggle competitions, side projects fine-tuning small models). Interested in transitioning toward more AI/ML-focused work, ideally at a company where I can leverage my existing data-infra skills while learning modern ML practice.",cv_speech_dominant
CAND_0090280,0.439,Business Analyst,6.2,"Sentence Transformers, Semantic Search, RAG, Hugging Face Transformers, Vector Search, Embeddings, Fine-tuning LLMs, LangChain",Business Analyst @ Hooli (40m) | Graphic Designer @ Infosys (33m),"Business Analyst with 6.2+ years of experience driving outcomes in my domain. I have built strong functional expertise in the typical responsibilities of the role, including team management, stakeholder communication, and project delivery. Recently I've been excited about how AI and GenAI tools can augment my work. I've been taking online courses on RAG and vector databases, experimenting with LangChain and the OpenAI API for side projects, and exploring how LLMs can streamline workflows in my current function. Open to roles that combine my existing domain experience with emerging AI technologies — I think the most interesting opportunities are at this intersection. Looking for positions where I can contribute both my functional expertise and grow my AI capabilities.",inactive
CAND_0094851,0.167,Mechanical Engineer,9.3,,Mechanical Engineer @ Initech (49m) | Graphic Designer @ TCS (16m) | HR Manager @ Globex Inc (27m),"Professional with 9.3+ years of experience. I'm a marketing manager with substantial experience in cross-functional collaboration, stakeholder management, and execution. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities.",inactive
CAND_0091442,0.728,Accountant,10.9,"Embeddings, LLMs, Vector Search, RAG, Hugging Face Transformers, LangChain",Accountant @ Wayne Enterprises (34m) | Graphic Designer @ Dunder Mifflin (13m) | Mechanical Engineer @ Pied Piper (34m),"Accountant with 10.9+ years of experience driving outcomes in my domain. I have built strong functional expertise in the typical responsibilities of the role, including team management, stakeholder communication, and project delivery. Recently I've been excited about how AI and GenAI tools can augment my work. I've been taking online courses on RAG and vector databases, experimenting with LangChain and the OpenAI API for side projects, and exploring how LLMs can streamline workflows in my current function. Open to roles that combine my existing domain experience with emerging AI technologies — I think the most interesting opportunities are at this intersection. Looking for positions where I can contribute both my functional expertise and grow my AI capabilities.",irrelevant_title
CAND_0005311,2.75,AI Research Engineer,5.7,"LoRA, Feature Engineering, BentoML, Prompt Engineering, CNN, QLoRA, MLOps, NLP",AI Research Engineer @ Aganitha (40m) | AI Specialist @ Swiggy (27m),"Data scientist / ML engineer with 5.7 years of experience in applied machine learning. Worked across predictive modeling, NLP, analytics, and lightweight deployment workflows. I've been working on recommendation-style features but lighter on the deep-learning side — mostly classical methods like collaborative filtering and gradient-boosted models. I'm strongest at the modeling and analysis side; comfortable with Python, scikit-learn, pandas, and standard MLOps tooling, but I'm still building depth on the engineering and infra side of production ML. I'm looking to grow into a deeper AI/ML system-building role — closer to retrieval, LLMs, and modern ranking systems.",normal
CAND_0022325,0.534,Frontend Engineer,7.0,Elasticsearch,Frontend Engineer @ Wipro (14m) | Java Developer @ Zomato (24m) | Full Stack Developer @ Wipro (45m),"Software engineer with 7.0 years of experience across web, backend, and cloud systems. Strong fundamentals in software development and system design. My background is full-stack, but my comfort zone is the backend and the database. I've been keeping up with AI/ML at a self-learner level — taken some online courses, played with the OpenAI and Anthropic APIs, built a small RAG side project — but I haven't done it in a professional capacity yet. Open to roles where I can either deepen my software engineering work or, if the team is open to it, start contributing to ML-adjacent systems.",irrelevant_title
CAND_0030468,3.0,Senior Applied Scientist,5.4,"Information Retrieval Systems, Content Matching, Text Encoders, TensorFlow, Search & Discovery, Model Adaptation, Machine Learning, Ranking Systems, OpenSearch, Computer Vision",Senior Applied Scientist @ Swiggy (14m) | Senior Applied Scientist @ CRED (18m) | Senior Machine Learning Engineer @ Wysa (32m),"Senior engineer who has spent the last several years building systems that connect users with relevant information at scale. Comfortable across the full stack from infrastructure to algorithms to product experience, though most of my time has been in the middle layer — the ranking and retrieval systems that decide what to show. Strong preference for shipping real systems over research-only work; I'd rather have a working v1 in 6 weeks than a perfect v2 in 6 months. I've made the standard mistakes — over-engineering early, optimizing offline metrics that didn't move online numbers, building beautiful infrastructure for features that users didn't actually want — so I notice them faster now. Looking for senior IC or tech-lead roles where I can own the intelligence layer end-to-end at a product company.",normal
CAND_0049543,2.3,ML Engineer,6.1,"Object Detection, Semantic Search, MLOps, PEFT, Information Retrieval, GANs, Kubeflow",ML Engineer @ PolicyBazaar (33m) | Data Scientist @ Vedantu (39m),"Data scientist / ML engineer with 6.1 years of experience in applied machine learning. Worked across predictive modeling, NLP, analytics, and lightweight deployment workflows. I've spent the last couple of years building NLP-based classification and information extraction pipelines. I'm strongest at the modeling and analysis side; comfortable with Python, scikit-learn, pandas, and standard MLOps tooling, but I'm still building depth on the engineering and infra side of production ML. Looking for a role where I can step up to more end-to-end ownership of ML systems, not just modeling.",normal
CAND_0018186,0.102,Graphic Designer,1.1,,Graphic Designer @ Stark Industries (13m),"Professional with 1.1+ years of experience. I'm a marketing manager with substantial experience in cross-functional collaboration, stakeholder management, and execution. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities.",inactive
CAND_0053556,0.138,Civil Engineer,3.3,Image Classification,Civil Engineer @ Stark Industries (39m),"Professional with 3.3+ years of experience. My professional background is in marketing manager — I've built and led teams, owned KPIs, and driven business outcomes in this domain. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities.",inactive
CAND_0076332,0.826,Full Stack Developer,2.8,"Feature Engineering, Data Science",Full Stack Developer @ Accenture (33m),"Software engineer with 2.8 years of experience across web, backend, and cloud systems. Strong fundamentals in software development and system design. I've worked across web frontends, REST APIs, and cloud deployments; comfortable in most parts of a typical SaaS stack. I've been keeping up with AI/ML at a self-learner level — taken some online courses, played with the OpenAI and Anthropic APIs, built a small RAG side project — but I haven't done it in a professional capacity yet. Open to roles where I can either deepen my software engineering work or, if the team is open to it, start contributing to ML-adjacent systems.",normal
CAND_0086671,1.861,Backend Engineer,2.3,"Weights & Biases, Semantic Search",Backend Engineer @ Razorpay (27m),"Software / data professional with 2.3 years of experience building data pipelines, backend systems, and analytics infrastructure. I've been the engineer who makes ML possible by getting the data pipelines right; now I want to do more of the ML itself. My toolkit is solid on the data engineering side — Python, SQL, Spark, Airflow, warehouse design — and I've completed a couple of self-directed ML projects (Kaggle competitions, side projects fine-tuning small models). Interested in transitioning toward more AI/ML-focused work, ideally at a company where I can leverage my existing data-infra skills while learning modern ML practice.",normal
CAND_0089498,2.708,AI Specialist,5.8,"RAG, Weaviate, PyTorch, ASR",AI Specialist @ Genpact AI (50m) | Senior Software Engineer (ML) @ Unacademy (19m),"Data scientist / ML engineer with 5.8 years of experience in applied machine learning. Worked across predictive modeling, NLP, analytics, and lightweight deployment workflows. Most of my recent work has been on predictive modeling for customer-facing problems — churn, conversion, lifetime value. I'm strongest at the modeling and analysis side; comfortable with Python, scikit-learn, pandas, and standard MLOps tooling, but I'm still building depth on the engineering and infra side of production ML. I'm looking to grow into a deeper AI/ML system-building role — closer to retrieval, LLMs, and modern ranking systems.",normal
CAND_0024819,0.58,Sales Executive,3.8,"Pinecone, LLMs, Recommendation Systems, LangChain, Embeddings, Vector Search",Sales Executive @ Globex Inc (45m),"Sales Executive with 3.8+ years of experience driving outcomes in my domain. I have built strong functional expertise in the typical responsibilities of the role, including team management, stakeholder communication, and project delivery. Recently I've been excited about how AI and GenAI tools can augment my work. I've been taking online courses on RAG and vector databases, experimenting with LangChain and the OpenAI API for side projects, and exploring how LLMs can streamline workflows in my current function. Open to roles that combine my existing domain experience with emerging AI technologies — I think the most interesting opportunities are at this intersection. Looking for positions where I can contribute both my functional expertise and grow my AI capabilities.",irrelevant_title
CAND_0061722,0.0,Software Engineer,6.8,"Reinforcement Learning, Terraform, GANs, Milvus, Feature Engineering, MongoDB, Speech Recognition",Software Engineer @ Wipro (48m) | Data Engineer @ Accenture (33m),"Software / data professional with 6.8 years of experience building data pipelines, backend systems, and analytics infrastructure. I've been the engineer who makes ML possible by getting the data pipelines right; now I want to do more of the ML itself. My toolkit is solid on the data engineering side — Python, SQL, Spark, Airflow, warehouse design — and I've completed a couple of self-directed ML projects (Kaggle competitions, side projects fine-tuning small models). Interested in transitioning toward more AI/ML-focused work, ideally at a company where I can leverage my existing data-infra skills while learning modern ML practice.",honeypot: expert_zero_months(5 skills)
CAND_0071590,0.605,Graphic Designer,1.7,"Embeddings, Hugging Face Transformers, Sentence Transformers, Information Retrieval, Prompt Engineering, LangChain, Fine-tuning LLMs",Graphic Designer @ Hooli (20m),"Graphic Designer with 1.7+ years of experience driving outcomes in my domain. I have built strong functional expertise in the typical responsibilities of the role, including team management, stakeholder communication, and project delivery. Recently I've been excited about how AI and GenAI tools can augment my work. I've been taking online courses on RAG and vector databases, experimenting with LangChain and the OpenAI API for side projects, and exploring how LLMs can streamline workflows in my current function. Open to roles that combine my existing domain experience with emerging AI technologies — I think the most interesting opportunities are at this intersection. Looking for positions where I can contribute both my functional expertise and grow my AI capabilities.",irrelevant_title
CAND_0021552,1.087,Full Stack Developer,1.5,,Full Stack Developer @ Initech (18m),"Software engineer with 1.5 years of experience across web, backend, and cloud systems. Strong fundamentals in software development and system design. I've worked across web frontends, REST APIs, and cloud deployments; comfortable in most parts of a typical SaaS stack. I've been keeping up with AI/ML at a self-learner level — taken some online courses, played with the OpenAI and Anthropic APIs, built a small RAG side project — but I haven't done it in a professional capacity yet. Open to roles where I can either deepen my software engineering work or, if the team is open to it, start contributing to ML-adjacent systems.",normal
CAND_0057734,0.194,HR Manager,13.4,,HR Manager @ Acme Corp (31m) | Business Analyst @ Globex Inc (15m) | Civil Engineer @ Dunder Mifflin (14m),"Professional with 13.4+ years of experience. I'm a marketing manager with substantial experience in cross-functional collaboration, stakeholder management, and execution. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities.",irrelevant_title
CAND_0091200,0.761,Project Manager,7.6,"Forecasting, RAG, Semantic Search, Recommendation Systems, Fine-tuning LLMs, Prompt Engineering, Vector Search, LangChain",Project Manager @ Dunder Mifflin (44m) | Customer Support @ Wayne Enterprises (30m) | Civil Engineer @ Hooli (16m),"Project Manager with 7.6+ years of experience driving outcomes in my domain. I have built strong functional expertise in the typical responsibilities of the role, including team management, stakeholder communication, and project delivery. Recently I've been excited about how AI and GenAI tools can augment my work. I've been taking online courses on RAG and vector databases, experimenting with LangChain and the OpenAI API for side projects, and exploring how LLMs can streamline workflows in my current function. Open to roles that combine my existing domain experience with emerging AI technologies — I think the most interesting opportunities are at this intersection. Looking for positions where I can contribute both my functional expertise and grow my AI capabilities.",irrelevant_title
CAND_0084306,0.749,HR Manager,9.9,"LangChain, Sentence Transformers, Pinecone, Vector Search, FAISS",HR Manager @ Wayne Enterprises (37m) | Mechanical Engineer @ Dunder Mifflin (28m) | Business Analyst @ Infosys (20m),"HR Manager with 9.9+ years of experience driving outcomes in my domain. I have built strong functional expertise in the typical responsibilities of the role, including team management, stakeholder communication, and project delivery. Recently I've been excited about how AI and GenAI tools can augment my work. I've been taking online courses on RAG and vector databases, experimenting with LangChain and the OpenAI API for side projects, and exploring how LLMs can streamline workflows in my current function. Open to roles that combine my existing domain experience with emerging AI technologies — I think the most interesting opportunities are at this intersection. Looking for positions where I can contribute both my functional expertise and grow my AI capabilities.",irrelevant_title
CAND_0031371,1.078,Software Engineer,4.9,"CNN, Weights & Biases, YOLO",Software Engineer @ HCL (38m) | Full Stack Developer @ Acme Corp (20m),"Software engineer with 4.9 years of experience across web, backend, and cloud systems. Strong fundamentals in software development and system design. I've worked across web frontends, REST APIs, and cloud deployments; comfortable in most parts of a typical SaaS stack. I've been keeping up with AI/ML at a self-learner level — taken some online courses, played with the OpenAI and Anthropic APIs, built a small RAG side project — but I haven't done it in a professional capacity yet. Open to roles where I can either deepen my software engineering work or, if the team is open to it, start contributing to ML-adjacent systems.",normal
CAND_0019497,0.807,Software Engineer,8.5,,Software Engineer @ TCS (28m) | Software Engineer @ Wayne Enterprises (18m) | DevOps Engineer @ Razorpay (39m),"Software engineer with 8.5 years of experience across web, backend, and cloud systems. Strong fundamentals in software development and system design. I've spent most of my career on web and API development — Python/Django and Node.js mostly. I've been keeping up with AI/ML at a self-learner level — taken some online courses, played with the OpenAI and Anthropic APIs, built a small RAG side project — but I haven't done it in a professional capacity yet. Open to roles where I can either deepen my software engineering work or, if the team is open to it, start contributing to ML-adjacent systems.",inactive
CAND_0023915,0.15,Project Manager,3.6,Feature Engineering,Project Manager @ Infosys (14m) | Project Manager @ Infosys (21m) | Civil Engineer @ Stark Industries (7m),"Professional with 3.6+ years of experience. I've spent my career in marketing manager roles, mostly focused on driving outcomes through process, people, and customer relationships. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities.",irrelevant_no_ml
CAND_0066985,1.405,Full Stack Developer,7.4,"ASR, Kubeflow",Full Stack Developer @ Pied Piper (20m) | DevOps Engineer @ Mindtree (49m) | Mobile Developer @ Tech Mahindra (19m),"Software engineer with 7.4 years of experience across web, backend, and cloud systems. Strong fundamentals in software development and system design. Most of my work is conventional backend engineering — APIs, databases, queues, deployments. I've been keeping up with AI/ML at a self-learner level — taken some online courses, played with the OpenAI and Anthropic APIs, built a small RAG side project — but I haven't done it in a professional capacity yet. Open to roles where I can either deepen my software engineering work or, if the team is open to it, start contributing to ML-adjacent systems.",normal
CAND_0004954,0.193,Operations Manager,11.4,,Operations Manager @ Acme Corp (24m) | Operations Manager @ Pied Piper (43m) | Mechanical Engineer @ Hooli (36m),"Professional with 11.4+ years of experience. My professional background is in marketing manager — I've built and led teams, owned KPIs, and driven business outcomes in this domain. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities.",inactive
CAND_0095541,0.104,Customer Support,4.0,,Customer Support @ TCS (48m),"Professional with 4.0+ years of experience. I'm a marketing manager with substantial experience in cross-functional collaboration, stakeholder management, and execution. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities.",inactive
CAND_0030717,0.698,Senior Software Engineer,2.1,"Embeddings, YOLO, OpenCV",Senior Software Engineer @ Stark Industries (25m),"Software / data professional with 2.1 years of experience building data pipelines, backend systems, and analytics infrastructure. I'm a backend/data hybrid — Spark, Airflow, SQL warehouses are home territory; I'm building competence on the ML side. My toolkit is solid on the data engineering side — Python, SQL, Spark, Airflow, warehouse design — and I've completed a couple of self-directed ML projects (Kaggle competitions, side projects fine-tuning small models). Interested in transitioning toward more AI/ML-focused work, ideally at a company where I can leverage my existing data-infra skills while learning modern ML practice.",cv_speech_dominant
CAND_0033403,0.1,HR Manager,4.6,,HR Manager @ Wipro (37m) | Mechanical Engineer @ Infosys (17m),"Professional with 4.6+ years of experience. My professional background is in marketing manager — I've built and led teams, owned KPIs, and driven business outcomes in this domain. Lately I've been curious about how AI tools could augment my work — I've experimented with ChatGPT and a few other tools for productivity and content creation, and I think the space is exciting. Open to roles where I can apply my domain expertise alongside emerging AI capabilities.",consulting_only
CAND_0084928,1.446,Software Engineer,6.1,"TTS, Recommendation Systems, Computer Vision",Software Engineer @ Hooli (27m) | QA Engineer @ HCL (33m) | Software Engineer @ Accenture (12m),"Software engineer with 6.1 years of experience across web, backend, and cloud systems. Strong fundamentals in software development and system design. Most of my work is conventional backend engineering — APIs, databases, queues, deployments. I've been keeping up with AI/ML at a self-learner level — taken some online courses, played with the OpenAI and Anthropic APIs, built a small RAG side project — but I haven't done it in a professional capacity yet. Open to roles where I can either deepen my software engineering work or, if the team is open to it, start contributing to ML-adjacent systems.",normal
CAND_0016871,0.706,Accountant,8.4,"MLflow, Semantic Search, FAISS, LangChain",Accountant @ Wayne Enterprises (50m) | Customer Support @ TCS (50m),"Accountant with 8.4+ years of experience driving outcomes in my domain. I have built strong functional expertise in the typical responsibilities of the role, including team management, stakeholder communication, and project delivery. Recently I've been excited about how AI and GenAI tools can augment my work. I've been taking online courses on RAG and vector databases, experimenting with LangChain and the OpenAI API for side projects, and exploring how LLMs can streamline workflows in my current function. Open to roles that combine my existing domain experience with emerging AI technologies — I think the most interesting opportunities are at this intersection. Looking for positions where I can contribute both my functional expertise and grow my AI capabilities.",irrelevant_title
CAND_0009236,2.3,AI Specialist,6.3,"Learning to Rank, Speech Recognition, Pinecone, BM25, LangChain, GANs",AI Specialist @ Vedantu (51m) | Computer Vision Engineer @ TCS (24m),"Data scientist / ML engineer with 6.3 years of experience in applied machine learning. Worked across predictive modeling, NLP, analytics, and lightweight deployment workflows. I've been working on recommendation-style features but lighter on the deep-learning side — mostly classical methods like collaborative filtering and gradient-boosted models. I'm strongest at the modeling and analysis side; comfortable with Python, scikit-learn, pandas, and standard MLOps tooling, but I'm still building depth on the engineering and infra side of production ML. I want to grow into senior AI engineering — get serious about LLMs and retrieval beyond the surface level.",normal
CAND_0054878,1.469,Software Engineer,3.1,"Elasticsearch, Prompt Engineering, LlamaIndex, Reinforcement Learning, Deep Learning",Software Engineer @ Nykaa (30m) | Data Analyst @ upGrad (7m),"Software / data professional with 3.1 years of experience building data pipelines, backend systems, and analytics infrastructure. I'm a backend/data hybrid — Spark, Airflow, SQL warehouses are home territory; I'm building competence on the ML side. My toolkit is solid on the data engineering side — Python, SQL, Spark, Airflow, warehouse design — and I've completed a couple of self-directed ML projects (Kaggle competitions, side projects fine-tuning small models). Interested in transitioning toward more AI/ML-focused work, ideally at a company where I can leverage my existing data-infra skills while learning modern ML practice.",normal
CAND_0032515,3.0,Machine Learning Engineer,5.1,"MLflow, Milvus, Vector Search, QLoRA, Fine-tuning LLMs, NLP, Deep Learning, OpenCV, Elasticsearch, Machine Learning",Machine Learning Engineer @ PharmEasy (12m) | AI Engineer @ Razorpay (22m) | Search Engineer @ Zoho (26m),"Machine learning engineer with 5.1 years of experience building ML-powered features in production. Strong background in NLP, recommendation systems, and applied AI; comfortable across the ML stack from feature engineering through deployment. Recently, I shipped our first RAG-based feature this year and now own the eval framework for it. I care a lot about evaluation rigor — too many teams ship models without offline benchmarks they trust. My academic background is in CS/ML but my main learning has come from shipping real systems and seeing what holds up under production load. Open to senior IC roles in applied ML or AI engineering, ideally at product companies where I'd own a meaningful piece of the ML stack.",normal
